epoch,test_accuracy,val_loss,train_loss
-1,0.5,0.7119288444519043,0.0
0,0.7899999833106995,0.40808504819869995,0.6214042126970721
1,0.8799999952316284,0.2776990830898285,0.36411569440726627
2,0.8799999856948853,0.25427237153053284,0.30450964562870275
3,0.8599999666213989,0.25507134199142456,0.27709614057188603
4,0.8999999761581421,0.2548550069332123,0.2565882151007208
5,0.9099999761581421,0.25462606549263004,0.24325122237205505
6,0.8999999761581421,0.2544565796852112,0.2334071397781372
7,0.9099999761581421,0.25433677434921265,0.22557556629180908
