method,epoch,seed_count,pearson_mean,pearson_std,spearman_mean,spearman_std,kendall_mean,kendall_std,jaccard_top30pct_mean,jaccard_top30pct_std
icml,15,4,0.6710623250328691,0.10288167670249443,0.6132653739387043,0.14059931414752738,0.4445641537086906,0.10774604551289998,0.46197013406679893,0.17127258470365747
icml,16,4,0.6561336617450111,0.1252900070134268,0.589368991760128,0.16877246295474382,0.4274203431372549,0.12691135388120584,0.4346978696619963,0.18410595588959883
icml,17,4,0.6338038084004619,0.15942140900852625,0.5567202268301228,0.21060471468524466,0.40557011052202513,0.15529208794502064,0.4148054409729903,0.20983515255707627
icml,18,4,0.6238982986866528,0.17879272118469172,0.5461970513210435,0.23450388127959615,0.3982996038704717,0.17123387961943237,0.41495196096259934,0.20787068381261983
icml,19,4,0.6132336439191308,0.19912101316917405,0.5304064668912472,0.25629250797987974,0.3867897959325145,0.18539913655914075,0.39755391306513665,0.21315536488670161
icml,20,4,0.5981696189786916,0.20880317178105431,0.5177711215486603,0.27448447324920056,0.37674961782159266,0.1951005686978279,0.38382624200688636,0.21601207532155275
lava,-1,4,-0.07380918473269915,0.09547884217042116,0.029062356946669712,0.09887078115704226,0.02130821078431373,0.06944386248434545,0.21738653843389255,0.06333844807242248
lava,0,4,-0.007576524874282488,0.08716887193141294,0.11340354273544351,0.10722796854633614,0.086024652557327,0.07981568893033754,0.22509313394818906,0.07012295686092843
lava,1,4,-0.01664142341809944,0.09358353185510511,0.11533543878215932,0.10715600557970376,0.08818967151595306,0.07888137973883416,0.22818714920539107,0.0777186281606626
lava,2,4,-0.012893744597395479,0.0943927488579959,0.11513455067388344,0.11392058674725263,0.08883568755225768,0.08355188973864743,0.23478618421052633,0.09587677853696881
lava,3,4,-0.01917768329404802,0.0993996393687927,0.09763053531648859,0.12164731798899972,0.07417506667288506,0.08978100458941364,0.23555139346047393,0.1030849240218157
lava,4,4,-0.026351328302477516,0.09630397148199435,0.08499851282292205,0.1187224247720903,0.06452649681100536,0.08754604995642588,0.21670420957284514,0.08393427058258202
lava,5,4,-0.03453121164134365,0.09372028157840549,0.07750873162935813,0.11444538264029801,0.05878674752137443,0.08443192865231292,0.2182763316481171,0.09922351789676777
lava,6,4,-0.04253615563276108,0.09218242861401343,0.06340306443354739,0.10476454834347677,0.048103101319037965,0.07630768454275626,0.21584191025810362,0.09905104898321083
lava,7,4,-0.04301623193557168,0.09745745316667359,0.06378945216954321,0.11254074745445987,0.04840722483433352,0.08028522588711198,0.2159446940512179,0.09980610741856863
lava,8,4,-0.044535961273651635,0.09707842303696256,0.06408388125792014,0.10983698936540755,0.04876005054215435,0.07850758104976752,0.2159446940512179,0.09980610741856863
lava,9,4,-0.0515997765179434,0.09632224574075986,0.055430227811697264,0.10842053988788783,0.04251769003067999,0.07749170421168121,0.22046931410425746,0.09752658330150978
lava,10,4,-0.05853140629384668,0.09874807651963514,0.04686686019720335,0.10752064191569943,0.035102431935390095,0.07585501576819885,0.22567160087719298,0.10146034620368541
lava,11,4,-0.06619313669719426,0.093494824858064,0.035095006932911926,0.10196011341377757,0.02575073265929074,0.07179703794400465,0.21670420957284514,0.08393427058258202
lava,12,4,-0.0708260341435443,0.09796250369490564,0.02876016214165926,0.10710939367155814,0.02122428698270099,0.0758148028141538,0.21381815260133089,0.07833305974427764
lava,13,4,-0.0744393613482435,0.09621635854846854,0.02477720470225865,0.10409975895411264,0.018352364784046813,0.07367131737075581,0.21223881450157753,0.058096214502977625
lava,14,4,-0.07861702819557884,0.09419243817992762,0.01703211131425477,0.0992014433484228,0.012523161801783079,0.0699545219918142,0.19970403651404933,0.04503637141634574
lava,15,4,-0.08420541084938585,0.09500724383746174,0.012433931305840602,0.10041319506968682,0.009130149304156973,0.07108355682696502,0.19469590643274853,0.03781206960270699
lava,16,4,-0.08702187925792461,0.09734590480308598,0.010034118219272144,0.10337540654837248,0.007506127450980394,0.07275335111814636,0.18747715643274854,0.03033298885240897
lava,17,4,-0.09729377190886251,0.10327896267606378,-0.00819229979021667,0.11186918163640489,-0.004740692445749395,0.08005696550701911,0.1768424106307318,0.04468182152237985
lava,18,4,-0.10289220423648834,0.10331036095184767,-0.013930908588013397,0.11519962027646964,-0.007928391888096445,0.08265441896397725,0.18155274470279942,0.04828202534256318
lava,19,4,-0.10566070089402652,0.10212660154907423,-0.014518129773549276,0.12180873512570628,-0.007636620316522421,0.08798718848911748,0.1791319026995186,0.04582798406436457
lava,20,4,-0.1100170118172181,0.10642040889360303,-0.019028789370762834,0.12861144483210266,-0.010861685271440248,0.09223175702061837,0.17946317935693712,0.0515299871914856
loo,-1,4,1.0,0.0,0.9999999999999998,0.0,1.0,0.0,1.0,0.0
loo,0,4,0.9999999999999999,1.5700924586837752e-16,0.9999999999999998,1.2819751242557092e-16,1.0,0.0,1.0,0.0
loo,1,4,1.0,1.2819751242557092e-16,1.0,1.2819751242557092e-16,1.0,0.0,1.0,0.0
loo,2,4,0.9999999999999997,1.2819751242557092e-16,1.0,0.0,1.0,0.0,1.0,0.0
loo,3,4,1.0,6.409875621278546e-17,1.0,0.0,1.0,0.0,1.0,0.0
loo,4,4,1.0,1.4332917616497527e-16,1.0,1.2819751242557092e-16,1.0,9.064933036736789e-17,1.0,0.0
loo,5,4,0.9999999999999998,2.026980648162706e-16,1.0,0.0,1.0,1.1102230246251565e-16,1.0,0.0
loo,6,4,1.0,9.064933036736789e-17,0.9999999999999999,1.2819751242557092e-16,1.0,6.409875621278546e-17,1.0,0.0
loo,7,4,1.0,9.064933036736789e-17,1.0,1.8129866073473578e-16,1.0,9.064933036736789e-17,1.0,0.0
loo,8,4,1.0,0.0,1.0,1.2819751242557092e-16,1.0,0.0,1.0,0.0
loo,9,4,1.0,6.409875621278546e-17,1.0,1.2819751242557092e-16,1.0,6.409875621278546e-17,1.0,0.0
loo,10,4,1.0,0.0,0.9999999999999998,1.2819751242557092e-16,1.0,6.409875621278546e-17,1.0,0.0
loo,11,4,1.0,1.2819751242557092e-16,1.0,1.8129866073473578e-16,1.0,9.064933036736789e-17,1.0,0.0
loo,12,4,1.0,9.064933036736789e-17,0.9999999999999998,1.2819751242557092e-16,1.0,6.409875621278546e-17,1.0,0.0
loo,13,4,1.0,1.4332917616497527e-16,1.0,1.2819751242557092e-16,1.0,9.064933036736789e-17,1.0,0.0
loo,14,4,0.9999999999999999,1.5700924586837752e-16,0.9999999999999998,1.2819751242557092e-16,1.0,6.409875621278546e-17,1.0,0.0
loo,15,4,1.0,6.409875621278546e-17,0.9999999999999998,1.2819751242557092e-16,1.0,0.0,1.0,0.0
loo,16,4,1.0,6.409875621278546e-17,0.9999999999999998,0.0,1.0,0.0,1.0,0.0
loo,17,4,0.9999999999999998,1.9229626863835638e-16,0.9999999999999998,1.2819751242557092e-16,1.0,6.409875621278546e-17,1.0,0.0
loo,18,4,0.9999999999999998,1.5700924586837752e-16,1.0,1.8129866073473578e-16,1.0,0.0,1.0,0.0
loo,19,4,0.9999999999999999,1.6958936828758672e-16,0.9999999999999998,1.2819751242557092e-16,1.0,6.409875621278546e-17,1.0,0.0
loo,20,4,1.0,9.064933036736789e-17,1.0,1.8129866073473578e-16,1.0,6.409875621278546e-17,1.0,0.0
tim,-1,4,0.96110744488229,0.028200370299669188,0.9448100251773859,0.05761330926062816,0.8268995098039216,0.08441331197389366,0.7805898390309205,0.15112947609362057
tim,0,4,0.9927650518247121,0.005274896513299694,0.9891447424313072,0.006868660068269038,0.9497807247326268,0.02487750426040636,0.9023943876772914,0.054239403053349
tim,1,4,0.9850909445241363,0.009401758956756816,0.9783761706756454,0.014174936967081376,0.9133542159828344,0.04510694892522818,0.8806327029060339,0.07940135356334206
tim,2,4,0.9888831179134345,0.007832047583744183,0.9833533241916029,0.013085382786979667,0.9183563575043183,0.032793270694666504,0.8685995727294438,0.06839727338423912
tim,3,4,0.9812621077299164,0.014179669354243394,0.9724683932495162,0.024485379105599663,0.8927510038198518,0.0572534937909511,0.8516242640874684,0.06598126334173642
tim,4,4,0.9755965933597753,0.023225782805571964,0.963971739748321,0.03864556607467234,0.8769880736324253,0.07635055593739153,0.8495827588908775,0.1116458112041695
tim,5,4,0.9724966308253107,0.02180055547055926,0.9611019585663718,0.03897289076489121,0.8687743966531478,0.07455339192446774,0.8230740230789405,0.11755688364334171
tim,6,4,0.963525699428065,0.026092696860108528,0.9437585679698963,0.053465048228485516,0.8377946956667471,0.08927974531789779,0.782083702080016,0.12425300570281464
tim,7,4,0.9603133123506393,0.02861871412469126,0.940183767044509,0.06394201447568151,0.8321298276796917,0.10230928209914883,0.7796956251238496,0.14606204362529407
tim,8,4,0.9584308352093346,0.02813188680052743,0.9368438116125439,0.06304770651553689,0.8239154335731304,0.10263660631119213,0.7790360046457607,0.14000092370193992
tim,9,4,0.9521700671973348,0.03352628541746355,0.9264531754982422,0.07746277025459218,0.8091981536357964,0.11468292850512957,0.7482295344702377,0.1681001707663051
tim,10,4,0.9476409459312407,0.03381441724003733,0.9263022758283213,0.0724010189887882,0.8032585409388278,0.10744458952506179,0.7334785766158315,0.16812836908274714
tim,11,4,0.9401132343231319,0.04226501797502396,0.9196193133164783,0.07747349250298055,0.7929598682537734,0.10982999872094393,0.7374043519846963,0.16048979591161552
tim,12,4,0.9367109055478218,0.044273364666559,0.9154591900892038,0.078665009814014,0.7885065353868617,0.10798054016245687,0.7358747325384836,0.15054472820524828
tim,13,4,0.9335467854316564,0.04447277053992379,0.9099272668402472,0.08327389031975466,0.7801751725123933,0.11172877763378385,0.7475787705893475,0.16282749201389426
tim,14,4,0.9310398935133339,0.05010130693810527,0.9024716465510345,0.09752477956539413,0.7706296748583221,0.12408109377918322,0.7387685149917136,0.168386603120977
tim,15,4,0.9302411886000875,0.04631149451328146,0.8994933188738183,0.09449931679364482,0.7652023563534841,0.12107115414004359,0.7293877099911583,0.16840352421567722
tim,16,4,0.9280563718734121,0.04590835664046061,0.8924351610780498,0.10120331558217356,0.75703125,0.1270494848023859,0.7237490792381354,0.1622907085302573
tim,17,4,0.9160149978389416,0.06275829161094082,0.8770195955704505,0.12323657599555535,0.7392721896191727,0.14550739334560572,0.6938587794668429,0.20086364134350587
tim,18,4,0.913667885322696,0.0626969449737377,0.8678504079400386,0.13184532626980414,0.7300175583622406,0.1532692343220792,0.664598977889028,0.2118870377901544
tim,19,4,0.9126904176601834,0.05726860721686857,0.8642926797075423,0.1285923931594365,0.7225752142296388,0.14942230315821614,0.6612143365048202,0.23751924069480143
tim,20,4,0.9067282212305883,0.05329999283227548,0.8566502733803601,0.13389034766964159,0.7144276261355899,0.15522045722408453,0.6396806823069301,0.23722088749817083
