seed,method,epoch,pearson,spearman,kendall,jaccard_top30pct
13,loo,5,1.0,1.0,0.9999999999999999,1.0
13,loo,6,0.9999999999999999,0.9999999999999998,1.0,1.0
13,loo,7,1.0,0.9999999999999998,1.0,1.0
13,loo,8,1.0,0.9999999999999998,1.0,1.0
13,loo,9,0.9999999999999999,0.9999999999999998,1.0,1.0
13,loo,10,1.0,0.9999999999999998,1.0,1.0
13,loo,11,1.0,0.9999999999999998,1.0,1.0
13,loo,12,1.0,0.9999999999999998,1.0,1.0
13,loo,13,1.0,1.0,0.9999999999999999,1.0
13,loo,14,0.9999999999999999,0.9999999999999998,1.0,1.0
13,loo,15,1.0,0.9999999999999998,1.0,1.0
13,loo,16,0.9999999999999999,0.9999999999999998,1.0,1.0
13,loo,17,1.0,1.0,0.9999999999999999,1.0
13,loo,18,0.9999999999999998,0.9999999999999998,1.0,1.0
13,loo,19,1.0,0.9999999999999998,1.0,1.0
13,loo,20,0.9999999999999999,0.9999999999999998,1.0,1.0
13,loo,-1,1.0,0.9999999999999998,1.0,1.0
13,tim,0,0.9970076505504051,0.993953668935577,0.947807038701824,0.9493670886075949
13,tim,1,0.9971905830453562,0.9940902828260251,0.9455687503802997,0.9493670886075949
13,tim,2,0.9965673652179535,0.9932094335855423,0.9438852898428024,0.925
13,tim,3,0.9969056228567552,0.9944359387288697,0.9489874081478487,0.925
13,tim,4,0.9944914560588314,0.990864433877983,0.9368709693343326,0.9493670886075949
13,tim,5,0.9904762082530061,0.9855507169744944,0.9218584844599476,0.925
13,tim,6,0.9896163119759096,0.9825160219729914,0.9124387254901962,0.8780487804878049
13,tim,7,0.9882489947238433,0.9793152037079422,0.9060661764705883,0.9012345679012346
13,tim,8,0.987356874470074,0.9782616159304186,0.8966911764705883,0.8780487804878049
13,tim,9,0.9827184062298187,0.9752503433279925,0.889093137254902,0.9012345679012346
13,tim,10,0.9751863027538693,0.9687943465323869,0.8750000000000001,0.9012345679012346
13,tim,11,0.9700179941971965,0.9614042114900434,0.8601715686274511,0.8780487804878049
13,tim,12,0.9706105098605385,0.9631229972533759,0.8624387254901962,0.8780487804878049
13,tim,13,0.956766158244988,0.9444357519662386,0.8287810782387596,0.8780487804878049
13,tim,14,0.9563077361905779,0.9408731975280383,0.8202818627450982,0.8780487804878049
13,tim,15,0.94249064855915,0.9229915312428472,0.7954656862745099,0.8333333333333334
13,tim,16,0.9353100657355974,0.9103956855115586,0.7742647058823531,0.7906976744186046
13,tim,17,0.9290745588247872,0.8988020890796966,0.7541475820061022,0.7303370786516854
13,tim,18,0.9197126411685577,0.8836275463492789,0.7350490196078432,0.6382978723404256
13,tim,19,0.908651288013736,0.867939602883955,0.7121323529411765,0.6041666666666666
13,tim,20,0.8966613329356764,0.8492031929503318,0.6879901960784314,0.5714285714285714
13,tim,-1,0.9782117546146146,0.9749785420004575,0.873529411764706,0.8780487804878049
13,dve,0,0.4821893695444109,0.4568274652528401,0.30310829267422484,0.375
13,dve,1,0.5342987557004983,0.523083195421068,0.35024128789077497,0.41284403669724773
13,dve,2,0.5757459364377091,0.5763428646838982,0.3901220954837668,0.42592592592592593
13,dve,3,0.6098792462905326,0.6143649198776285,0.417414749422299,0.4528301886792453
13,dve,4,0.6314865062140653,0.6431174616469585,0.43557652542680286,0.49514563106796117
13,dve,5,0.6555576923984417,0.6725707170853558,0.45849354315341534,0.5247524752475248
13,dve,6,0.6774572068797073,0.6911063744563972,0.47101715686274515,0.4807692307692308
13,dve,7,0.6987621159518644,0.7147859922178987,0.49142156862745107,0.5098039215686274
13,dve,8,0.7189633906984663,0.7290634298466467,0.5066789215686275,0.54
13,dve,9,0.7244787716205623,0.7432221332112611,0.521936274509804,0.5714285714285714
13,dve,10,0.7425758776736587,0.7670426585030897,0.5473039215686275,0.5714285714285714
13,dve,11,0.75342814570451,0.7743891622796978,0.5542279411764707,0.5555555555555556
13,dve,12,0.7706216835586619,0.7906221389333943,0.5736519607843138,0.5555555555555556
13,dve,13,0.7710696818355508,0.7953054895473721,0.5787772484938971,0.5714285714285714
13,dve,14,0.7834806370757431,0.8047035934996566,0.5906250000000001,0.5714285714285714
13,dve,15,0.7814226071008475,0.8019719901579307,0.5878063725490197,0.5714285714285714
13,dve,16,0.7830597283203636,0.8021579594872967,0.5916666666666668,0.5714285714285714
13,dve,17,0.7775497119022946,0.798370765330102,0.5888876974909318,0.5555555555555556
13,dve,18,0.7725871325490352,0.7811756122682535,0.5738357843137255,0.49514563106796117
13,dve,19,0.7584936151357643,0.7552078564888988,0.5514705882352942,0.4807692307692308
13,dve,20,0.7525684796426535,0.734750514991989,0.5338235294117647,0.42592592592592593
13,dve,-1,0.7129533556864726,0.7497711146715494,0.5372549019607844,0.5247524752475248
3,tim,0,0.986291135568159,0.9849584599439112,0.9263554662372557,0.8554216867469879
3,tim,1,0.977265806225627,0.9663516748170989,0.8684008983587768,0.8780487804878049
3,tim,2,0.9915065907432963,0.9877344220652717,0.9211514019256616,0.9012345679012346
3,tim,3,0.9808416993734634,0.9766730003551923,0.8878335737492206,0.8333333333333334
3,tim,4,0.9837948188922818,0.9815246623941403,0.9021446078431374,0.9012345679012346
3,tim,5,0.9789861502147095,0.9805660227894881,0.8996154966664707,0.8780487804878049
3,tim,6,0.9705896383991096,0.9687435626001373,0.8807598039215687,0.8554216867469879
3,tim,7,0.9644407452465308,0.9749611923068207,0.8851544908282876,0.8554216867469879
3,tim,8,0.9612709420958555,0.9721067364195575,0.8806642364499827,0.8333333333333334
3,tim,9,0.9619011583718847,0.9715161098642774,0.8735734310680474,0.8117647058823529
3,tim,10,0.9604839260666861,0.9726408668747413,0.8702032814023692,0.8117647058823529
3,tim,11,0.9561646771884691,0.9663422276161439,0.8616247186170063,0.8117647058823529
3,tim,12,0.9440111569947127,0.9492232204165711,0.8369485294117648,0.7906976744186046
3,tim,13,0.94737998797195,0.9528633827934502,0.845754377464085,0.8117647058823529
3,tim,14,0.9541613581588093,0.9586354142824444,0.8553921568627452,0.8117647058823529
3,tim,15,0.9586025970890962,0.9610430018310826,0.85796568627451,0.8333333333333334
3,tim,16,0.9552200107040466,0.9550719558251314,0.8468137254901961,0.8117647058823529
3,tim,17,0.95145473880931,0.9533717669947355,0.8437500000000001,0.8117647058823529
3,tim,18,0.9503001809749823,0.951354867758885,0.837998070649219,0.8333333333333334
3,tim,19,0.9534493728991531,0.9543282491574756,0.8399332098597314,0.8780487804878049
3,tim,20,0.9339925500589764,0.9473554709593791,0.8258398567123496,0.8780487804878049
3,tim,-1,0.9692469538758522,0.9700761043717097,0.8668504901960785,0.8554216867469879
3,loo,0,0.9999999999999999,0.9999999999999998,1.0,1.0
3,loo,1,1.0,1.0,1.0,1.0
3,loo,2,0.9999999999999998,1.0,1.0,1.0
3,loo,3,0.9999999999999999,1.0,1.0,1.0
3,loo,4,1.0,0.9999999999999998,1.0,1.0
3,loo,5,1.0,1.0,0.9999999999999999,1.0
3,loo,6,0.9999999999999999,0.9999999999999998,1.0,1.0
3,loo,7,1.0,1.0,0.9999999999999999,1.0
3,loo,8,1.0,1.0,1.0,1.0
3,loo,9,1.0,1.0,0.9999999999999999,1.0
3,loo,10,1.0,1.0,0.9999999999999999,1.0
3,loo,11,0.9999999999999998,1.0,0.9999999999999999,1.0
3,loo,12,1.0,0.9999999999999998,1.0,1.0
3,loo,13,0.9999999999999998,1.0,0.9999999999999999,1.0
3,loo,14,1.0,0.9999999999999998,1.0,1.0
3,loo,15,0.9999999999999999,0.9999999999999998,1.0,1.0
3,loo,16,1.0,0.9999999999999998,1.0,1.0
3,loo,17,0.9999999999999997,0.9999999999999998,1.0,1.0
3,loo,18,0.9999999999999999,1.0,1.0,1.0
3,loo,19,1.0,1.0,0.9999999999999999,1.0
3,loo,20,1.0,1.0,0.9999999999999999,1.0
3,loo,-1,1.0,0.9999999999999998,1.0,1.0
3,dve,0,0.2286538514112779,0.22013038254492628,0.15911632772698936,0.25203252032520324
3,dve,1,0.2348805661105483,0.2605200637876983,0.1934001295053489,0.26229508196721313
3,dve,2,0.28499345122879916,0.2987105344708178,0.2171362044053605,0.2833333333333333
3,dve,3,0.3766155458660089,0.36706603594433135,0.259505499677545,0.3050847457627119
3,dve,4,0.4213865713332961,0.42073128862439907,0.29828431372549025,0.3162393162393162
3,dve,5,0.4754536009629787,0.48163454194942074,0.34329570003568455,0.3391304347826087
3,dve,6,0.5282232518907721,0.54067077706569,0.3872549019607843,0.4
3,dve,7,0.5418660029181974,0.5710307298278318,0.4114339987308529,0.4
3,dve,8,0.5724075265110653,0.6046097521636317,0.4369619169304778,0.41284403669724773
3,dve,9,0.6141911783409262,0.6454302767778549,0.47301582444006546,0.4666666666666667
3,dve,10,0.6363387009727139,0.6740860097573225,0.5007123271470943,0.5247524752475248
3,dve,11,0.677396623326975,0.7101937496770236,0.5293279615811264,0.5555555555555556
3,dve,12,0.7066625419210562,0.7373383497367818,0.554718137254902,0.6210526315789474
3,dve,13,0.727788232568986,0.7607151880999756,0.5777355658699601,0.6739130434782609
3,dve,14,0.7497105117024454,0.7799646658274203,0.596936274509804,0.7303370786516854
3,dve,15,0.7710446533703141,0.7965280956740671,0.6126838235294119,0.7701149425287356
3,dve,16,0.78152119680945,0.8046041714351109,0.6222426470588236,0.75
3,dve,17,0.7943305356825987,0.8157544632639046,0.634375,0.7701149425287356
3,dve,18,0.8045458242209375,0.8243567022399952,0.6449132166683269,0.7906976744186046
3,dve,19,0.8188990379094201,0.8369440298380822,0.6569034452891667,0.7906976744186046
3,dve,20,0.8198126635254499,0.8473937198504011,0.667258996080069,0.8117647058823529
3,dve,-1,0.6451985761253881,0.6696633955138475,0.4966911764705883,0.49514563106796117
3,icml,0,0.9104629442563867,0.8200835682844633,0.6352703298216197,0.7701149425287356
3,icml,1,0.9300341912562651,0.8419073034888078,0.655452403418635,0.8333333333333334
3,icml,2,0.9166628321778261,0.816755559457852,0.6275717334323409,0.8333333333333334
3,icml,3,0.8994817565325122,0.7955209271004052,0.5975673277108426,0.8333333333333334
3,icml,4,0.8972879911524265,0.7887066548409245,0.5908088235294118,0.8117647058823529
3,icml,5,0.8932447331378689,0.7949764668288899,0.5945863141983516,0.8117647058823529
3,icml,6,0.8707664283864585,0.7815403982604714,0.5728553921568628,0.8117647058823529
3,icml,7,0.8917814345774703,0.8124733227843534,0.5978339129670961,0.7906976744186046
3,icml,8,0.8825653305770955,0.8112321223507479,0.5922362820267939,0.7701149425287356
3,icml,9,0.8705045451688143,0.814851227192167,0.5944637633014178,0.75
3,icml,10,0.8702691372841318,0.833413115382022,0.6173807810280302,0.7303370786516854
3,icml,11,0.8483040420093034,0.8209199081812165,0.6076379847217966,0.7111111111111111
3,icml,12,0.8148945403634829,0.7895170519569694,0.5750000000000001,0.6739130434782609
3,icml,13,0.809663657626873,0.7842192121014682,0.5673187396305909,0.6559139784946236
3,icml,14,0.8031682824162296,0.7800054360265505,0.5598651960784314,0.6382978723404256
3,icml,15,0.7904911405798349,0.7704444666971846,0.5515318627450981,0.6382978723404256
3,icml,16,0.7808565433142559,0.7659382867933164,0.5473039215686275,0.6382978723404256
3,icml,17,0.7741215348157314,0.7661128118562599,0.5478553921568629,0.6559139784946236
3,icml,18,0.7696888513481852,0.7759198915227131,0.5583283551402405,0.6382978723404256
3,icml,19,0.7644098513786567,0.7717009705633867,0.5515096739261363,0.6382978723404256
3,icml,20,0.7461223942392137,0.7757983763086599,0.5503454404052656,0.6210526315789474
3,icml,-1,0.8659025224920724,0.8310153925383381,0.6161764705882354,0.7111111111111111
3,lava,0,-0.08343233662062133,-0.029500137063166752,-0.018353683864522748,0.17557251908396945
3,lava,1,-0.09632230480710346,-0.03147534276510605,-0.018138922158930062,0.15789473684210525
3,lava,2,-0.09404018870201841,-0.035370312519842566,-0.019455550980302515,0.15789473684210525
3,lava,3,-0.10647567809903183,-0.05007369037311861,-0.032353932427330284,0.15789473684210525
3,lava,4,-0.10663146379258939,-0.051889019226367586,-0.032659313725490205,0.15789473684210525
3,lava,5,-0.1181016966499516,-0.05777245539819977,-0.0367959068043603,0.14925373134328357
3,lava,6,-0.1252281955793325,-0.06860909246967267,-0.044852941176470595,0.14925373134328357
3,lava,7,-0.1287155126355018,-0.0710674766586109,-0.045006816898921956,0.14925373134328357
3,lava,8,-0.12954223455445887,-0.06959082083673082,-0.04436410431323319,0.14925373134328357
3,lava,9,-0.1383747757392418,-0.07896402190218531,-0.05125691264254353,0.14925373134328357
3,lava,10,-0.14208296903450715,-0.0815278956726194,-0.05297262519961611,0.15789473684210525
3,lava,11,-0.14540978803245513,-0.0846965275049595,-0.05585257127755938,0.15789473684210525
3,lava,12,-0.1520384581815485,-0.09145113298237581,-0.06053921568627452,0.15789473684210525
3,lava,13,-0.15093846722890022,-0.09293425500226439,-0.06155118798497904,0.17557251908396945
3,lava,14,-0.15358564297164712,-0.09569552529182877,-0.06372549019607844,0.16666666666666666
3,lava,15,-0.15815009406631486,-0.10091124971389333,-0.06795343137254903,0.16666666666666666
3,lava,16,-0.15864166594468068,-0.10261286907759212,-0.06936274509803922,0.16666666666666666
3,lava,17,-0.15989301978256484,-0.10438172350652321,-0.07107843137254903,0.16666666666666666
3,lava,18,-0.1626972138443619,-0.10690881793719596,-0.07252171522893866,0.17557251908396945
3,lava,19,-0.1652420136635529,-0.10998085052015269,-0.07429648126608969,0.17557251908396945
3,lava,20,-0.16590252370243586,-0.11206406501489095,-0.07576709202929476,0.17557251908396945
3,lava,-1,-0.14967768506045143,-0.0878469043259327,-0.05882352941176471,0.16666666666666666
9,dve,0,0.07902552210889956,0.039938422572935804,0.020315923621190817,0.14925373134328357
9,dve,1,0.10403292898158206,0.0626087988995384,0.03373523528353847,0.14925373134328357
9,dve,2,0.10974819507574521,0.07119802557723388,0.037868807272897945,0.12408759124087591
9,dve,3,0.13038558210606885,0.09238315846846208,0.05049174303053059,0.1079136690647482
9,dve,4,0.16591260164192112,0.12636021510959622,0.07427153262372715,0.1323529411764706
9,dve,5,0.20213580424926642,0.16052770961881233,0.09779711392806655,0.1323529411764706
9,dve,6,0.26823316665864994,0.24270557005471663,0.15512830378715717,0.1323529411764706
9,dve,7,0.28339238168052105,0.2557146686374691,0.16136889353752346,0.1323529411764706
9,dve,8,0.2987618465400418,0.26679419875623944,0.16881644666154344,0.1323529411764706
9,dve,9,0.34382110969565416,0.3060401786879983,0.20043506244279805,0.14925373134328357
9,dve,10,0.3920683091346553,0.3487189574273289,0.23247549019607844,0.1937984496124031
9,dve,11,0.4438273969038675,0.3968343007614614,0.2701328145662321,0.2222222222222222
9,dve,12,0.4613683706682653,0.41142323962564303,0.2806721917025351,0.2222222222222222
9,dve,13,0.5064504115675634,0.45042896344595584,0.31122277045153507,0.25203252032520324
9,dve,14,0.5486296510981159,0.4901480047901494,0.34354080182955204,0.29411764705882354
9,dve,15,0.5830972692855724,0.5253206273320272,0.37213149930147127,0.29411764705882354
9,dve,16,0.6098199306293617,0.550189545662623,0.3916053921568628,0.3050847457627119
9,dve,17,0.637132165554539,0.5805232890821698,0.4139093137254903,0.3508771929824561
9,dve,18,0.6567345351995879,0.5937473512772722,0.424522810334364,0.36283185840707965
9,dve,19,0.6756615386049378,0.6133325703822383,0.43933823529411764,0.375
9,dve,20,0.6870887534754859,0.624260749167206,0.44778405917656894,0.38738738738738737
9,dve,-1,0.46674051047346243,0.4180468928816662,0.28750000000000003,0.2222222222222222
9,tim,0,0.9971267062056804,0.9959288730309384,0.984632841206221,0.9493670886075949
9,tim,1,0.9878735265557971,0.9866421997488912,0.9582216285395991,0.925
9,tim,2,0.9894287356535401,0.9884001589323699,0.9370997890362917,0.8780487804878049
9,tim,3,0.9846601245090378,0.9812439135257242,0.9187168728843995,0.8780487804878049
9,tim,4,0.9823855662958809,0.9768303425027892,0.903943380967491,0.8554216867469879
9,tim,5,0.979769071427997,0.9753111321638627,0.8953092929843235,0.8333333333333334
9,tim,6,0.9664709113198243,0.9588851844007613,0.8481960959391412,0.7906976744186046
9,tim,7,0.9682153363756146,0.9615120310554682,0.8554358983218515,0.7906976744186046
9,tim,8,0.9651849349926205,0.9533949964934649,0.8448788263409658,0.8333333333333334
9,tim,9,0.9597154025695445,0.9472901934404192,0.8332975891652737,0.7701149425287356
9,tim,10,0.9565238022096063,0.9444466697184709,0.8216299019607844,0.7111111111111111
9,tim,11,0.9568281138630964,0.9466416347136286,0.8191608328294597,0.75
9,tim,12,0.9598671289820986,0.9516785433735243,0.8265138866454852,0.75
9,tim,13,0.9625417483799947,0.9571422798203432,0.8332363127781008,0.7906976744186046
9,tim,14,0.9577696659077409,0.9537610426014834,0.8206927190411317,0.7701149425287356
9,tim,15,0.9581810831309625,0.9540086954998517,0.8196329548257005,0.7701149425287356
9,tim,16,0.9605466787773198,0.9599150263218126,0.8345588235294119,0.8117647058823529
9,tim,17,0.9596372518711622,0.9591818780041199,0.8300245098039217,0.8333333333333334
9,tim,18,0.9612626287795699,0.9596296204901693,0.8353809863291549,0.8117647058823529
9,tim,19,0.9555158802465827,0.9536500057221329,0.8230392156862746,0.8117647058823529
9,tim,20,0.9594895281024765,0.9599884985062135,0.8386108439084411,0.7701149425287356
9,tim,-1,0.9777117946462609,0.9757138361181045,0.8668504901960785,0.8333333333333334
9,loo,0,1.0,0.9999999999999998,1.0,1.0
9,loo,1,1.0,0.9999999999999998,1.0,1.0
9,loo,2,0.9999999999999998,1.0,1.0,1.0
9,loo,3,1.0,1.0,1.0,1.0
9,loo,4,1.0,1.0,1.0,1.0
9,loo,5,0.9999999999999997,1.0,1.0,1.0
9,loo,6,1.0,1.0,1.0,1.0
9,loo,7,0.9999999999999999,1.0,0.9999999999999999,1.0
9,loo,8,1.0,1.0,1.0,1.0
9,loo,9,1.0,1.0,1.0,1.0
9,loo,10,1.0,0.9999999999999998,1.0,1.0
9,loo,11,1.0,1.0,0.9999999999999999,1.0
9,loo,12,0.9999999999999999,1.0,0.9999999999999999,1.0
9,loo,13,1.0,1.0,1.0,1.0
9,loo,14,0.9999999999999998,1.0,0.9999999999999999,1.0
9,loo,15,1.0,1.0,1.0,1.0
9,loo,16,1.0,0.9999999999999998,1.0,1.0
9,loo,17,0.9999999999999998,0.9999999999999998,1.0,1.0
9,loo,18,1.0,1.0,1.0,1.0
9,loo,19,0.9999999999999997,0.9999999999999998,1.0,1.0
9,loo,20,0.9999999999999999,1.0,1.0,1.0
9,loo,-1,1.0,0.9999999999999998,1.0,1.0
9,icml,0,0.7909354294775657,0.7567321476707003,0.567221813200397,0.4392523364485981
9,icml,1,0.7919177704359128,0.7537013754422011,0.5629586538278405,0.4392523364485981
9,icml,2,0.798470117617405,0.767044720990522,0.5712797576136368,0.4666666666666667
9,icml,3,0.7917423145968772,0.7562255937520488,0.5597597968251178,0.4528301886792453
9,icml,4,0.7851259752356631,0.7441606462016251,0.5501118385834972,0.41284403669724773
9,icml,5,0.7729022994759049,0.7266446579039783,0.5350654127944092,0.41284403669724773
9,icml,6,0.7297018554561592,0.6823624920988044,0.4894676383566731,0.4
9,icml,7,0.7374268236103048,0.6875355286420645,0.4957490158212772,0.4
9,icml,8,0.7431291603656085,0.685714582039191,0.4994025554597383,0.41284403669724773
9,icml,9,0.7364843699676745,0.675350364553704,0.49180428345028954,0.4528301886792453
9,icml,10,0.719679520159441,0.6535012302586404,0.4738970588235295,0.4392523364485981
9,icml,11,0.6692121202615492,0.5911243618255776,0.419951286067749,0.375
9,icml,12,0.6646328518188505,0.5803950025025488,0.41167910052472045,0.375
9,icml,13,0.6193642874271699,0.5249783721169267,0.3670455591661144,0.3275862068965517
9,icml,14,0.5785804150363845,0.47115445309898124,0.32528071818642235,0.25203252032520324
9,icml,15,0.5513162275286713,0.43196971273810864,0.29590367365829157,0.232
9,icml,16,0.49263727471941937,0.3635872053101396,0.24963235294117647,0.1937984496124031
9,icml,17,0.4150340887303944,0.26863770313572893,0.1863357843137255,0.14925373134328357
9,icml,18,0.3779597718487351,0.2242072071008981,0.1587671191651757,0.14074074074074075
9,icml,19,0.3413384508040276,0.1778567750057221,0.12683823529411767,0.12408759124087591
9,icml,20,0.30786351153499647,0.1393458203460412,0.10328293284188941,0.1
9,icml,-1,0.6172318932072982,0.5166435397116044,0.3634803921568628,0.2833333333333333
9,lava,0,0.0867937387043348,0.23059526932479849,0.1758568411191766,0.3275862068965517
9,lava,1,0.07992647067212129,0.22440303323526115,0.1706371710209135,0.3391304347826087
9,lava,2,0.09175537064586797,0.24037688843876293,0.18260363377546257,0.375
9,lava,3,0.09104722020261968,0.2460078271657813,0.186402769780187,0.38738738738738737
9,lava,4,0.0733922006308951,0.22820714287515587,0.17360664350084076,0.3391304347826087
9,lava,5,0.05651509665827516,0.21022695776600595,0.16036030523167302,0.36283185840707965
9,lava,6,0.04338394213387616,0.1733124832918724,0.1317809272345572,0.36283185840707965
9,lava,7,0.05185884177033383,0.18769458609210538,0.13955483388331485,0.36283185840707965
9,lava,8,0.048921409174844936,0.18409468131105308,0.1370752781059429,0.36283185840707965
9,lava,9,0.03411808209838423,0.1645088852243486,0.122675327120294,0.36283185840707965
9,lava,10,0.023770198910865882,0.15040913252460517,0.10949754901960784,0.375
9,lava,11,0.0008040980569289438,0.12138077244878392,0.08716432544413408,0.3391304347826087
9,lava,12,0.00027235978770685787,0.11979216493193802,0.08581626557786277,0.3275862068965517
9,lava,13,-0.014824482757518243,0.09892570486872086,0.07010018692588228,0.29411764705882354
9,lava,14,-0.030660839613193283,0.06697972701485841,0.04800931387379899,0.25203252032520324
9,lava,15,-0.048885280381944805,0.04544054898165952,0.03229265604015731,0.232
9,lava,16,-0.06767826296621118,0.01945811398489357,0.014215686274509805,0.203125
9,lava,17,-0.09354991500374144,-0.024069438086518652,-0.015318627450980393,0.18461538461538463
9,lava,18,-0.09952561523991571,-0.03706656166548705,-0.02205949938227065,0.18461538461538463
9,lava,19,-0.10989013053750968,-0.05483234149691004,-0.03388480392156863,0.16666666666666666
9,lava,20,-0.11852737250236635,-0.06847716250707088,-0.04249582552705447,0.15789473684210525
9,lava,-1,-0.023720993779480025,0.08990830281528953,0.06348039215686276,0.3050847457627119
4,loo,0,0.9999999999999997,0.9999999999999998,1.0,1.0
4,loo,1,1.0,1.0,1.0,1.0
4,loo,2,0.9999999999999996,1.0,1.0,1.0
4,loo,3,1.0,1.0,1.0,1.0
4,loo,4,0.9999999999999999,1.0,0.9999999999999999,1.0
4,loo,5,0.9999999999999997,1.0,0.9999999999999999,1.0
4,loo,6,1.0,1.0,0.9999999999999999,1.0
4,loo,7,0.9999999999999999,0.9999999999999998,1.0,1.0
4,loo,8,1.0,1.0,1.0,1.0
4,loo,9,1.0,1.0,1.0,1.0
4,loo,10,1.0,0.9999999999999998,1.0,1.0
4,loo,11,1.0,0.9999999999999998,1.0,1.0
4,loo,12,0.9999999999999999,0.9999999999999998,1.0,1.0
4,loo,13,0.9999999999999999,0.9999999999999998,1.0,1.0
4,loo,14,0.9999999999999997,0.9999999999999998,1.0,1.0
4,loo,15,1.0,0.9999999999999998,1.0,1.0
4,loo,16,1.0,0.9999999999999998,1.0,1.0
4,loo,17,1.0,0.9999999999999998,1.0,1.0
4,loo,18,0.9999999999999997,0.9999999999999998,1.0,1.0
4,loo,19,1.0,0.9999999999999998,1.0,1.0
4,loo,20,1.0,0.9999999999999998,1.0,1.0
4,loo,-1,1.0,0.9999999999999998,1.0,1.0
4,tim,0,0.990634714974604,0.9817379678148023,0.9403275527852064,0.8554216867469879
4,tim,1,0.978033862269765,0.9664205253105664,0.881225586652662,0.7701149425287356
4,tim,2,0.9780297800389486,0.9640692821832278,0.8712889492125176,0.7701149425287356
4,tim,3,0.9626409841804093,0.9375207203882783,0.8154661604979384,0.7701149425287356
4,tim,4,0.9417145321921071,0.9066675202183709,0.7649933363847395,0.6923076923076923
