epoch,test_accuracy,train_loss
0,0.58837890625,0.6972016884246841
1,0.74853515625,0.6909675974748097
2,0.8251953125,0.6682322104170453
3,0.8427734375,0.6538580155174714
4,0.85009765625,0.6454939373070374
5,0.8193359375,0.6407743193558417
6,0.84228515625,0.6366988142253831
7,0.85302734375,0.6310451293247752
