sample_idx,influence_epoch_0,influence_epoch_1,influence_epoch_2,influence_epoch_3,influence_epoch_4,influence_epoch_5,influence_epoch_6,influence_epoch_7,influence_epoch_8,influence_epoch_9,influence_epoch_10,influence_epoch_11,influence_epoch_12,influence_epoch_13,influence_epoch_14,influence_epoch_15,influence_epoch_16,influence_epoch_17,influence_epoch_18,influence_epoch_19,influence_epoch_20
0,4.708766937255859e-06,1.7136335372924805e-05,2.422928810119629e-05,4.093348979949951e-05,4.018843173980713e-05,2.4810433387756348e-05,1.0013580322265625e-05,-2.0116567611694336e-05,-7.243454456329346e-05,-0.00013180077075958252,-0.00021733343601226807,-0.0002757608890533447,-0.00036275386810302734,-0.0004501044750213623,-0.0006342530250549316,-0.0007632970809936523,-0.0008308291435241699,-0.0008482784032821655,-0.0009202808141708374,-0.0009499341249465942,-0.0009748488664627075
1,-6.16908073425293e-06,-1.125037670135498e-05,-1.5437602996826172e-05,-1.9550323486328125e-05,-4.1812658309936523e-05,-4.182755947113037e-05,-5.97536563873291e-05,-4.883110523223877e-05,-1.728534698486328e-05,4.017353057861328e-05,7.733702659606934e-05,0.0001506805419921875,0.00020375847816467285,0.0003255605697631836,0.0003774911165237427,0.0004295259714126587,0.00047881901264190674,0.0005164146423339844,0.0005234628915786743,0.0005598962306976318,0.0005488842725753784
2,-7.539987564086914e-06,-1.3202428817749023e-05,-1.7434358596801758e-05,-1.9803643226623535e-05,-3.953278064727783e-05,-4.278123378753662e-05,-5.872547626495361e-05,-6.060302257537842e-05,-2.51084566116333e-05,3.725290298461914e-05,7.459521293640137e-05,0.00010047852993011475,0.00014516711235046387,0.00023469328880310059,0.0002821683883666992,0.0003297179937362671,0.0003764033317565918,0.0004200786352157593,0.00044701993465423584,0.0004624873399734497,0.0004725903272628784
3,1.411139965057373e-05,2.942979335784912e-05,4.412233829498291e-05,6.566941738128662e-05,7.162988185882568e-05,6.239116191864014e-05,5.231797695159912e-05,4.175305366516113e-05,-6.660819053649902e-06,-5.136430263519287e-05,-0.00011426210403442383,-0.00016352534294128418,-0.00023417174816131592,-0.0002953559160232544,-0.00043651461601257324,-0.0005418509244918823,-0.0005817562341690063,-0.000575527548789978,-0.0006142854690551758,-0.0006286948919296265,-0.0006425678730010986
4,1.4603137969970703e-06,1.0564923286437988e-05,1.7881393432617188e-05,3.571808338165283e-05,4.3258070945739746e-05,5.27501106262207e-05,6.240606307983398e-05,7.772445678710938e-05,0.00011703372001647949,0.00018130242824554443,0.00023323297500610352,0.00024996697902679443,0.0002687722444534302,0.0003323554992675781,0.0003517419099807739,0.0003514289855957031,0.0003471672534942627,0.00035981833934783936,0.00036232173442840576,0.0003556758165359497,0.0003335624933242798
5,1.4886260032653809e-05,3.109872341156006e-05,4.7534704208374023e-05,7.130205631256104e-05,8.210539817810059e-05,9.326636791229248e-05,0.00010479986667633057,0.0001176297664642334,0.0001520216464996338,0.0001919567584991455,0.00018867850303649902,0.0001815110445022583,0.00017026066780090332,0.00015781819820404053,0.00015304982662200928,0.00012946128845214844,0.00011175870895385742,0.00010526180267333984,0.00010554492473602295,0.00010266900062561035,8.720159530639648e-05
6,-3.129243850708008e-07,1.475214958190918e-06,8.091330528259277e-06,2.5391578674316406e-05,3.580749034881592e-05,4.2051076889038086e-05,4.856288433074951e-05,6.319582462310791e-05,6.277859210968018e-05,5.207955837249756e-05,3.3408403396606445e-05,-6.16908073425293e-06,-2.995133399963379e-05,-5.717575550079346e-05,-6.440281867980957e-05,-0.0001264512538909912,-0.00013580918312072754,-0.0001354217529296875,-0.00013090670108795166,-0.00012937188148498535,-0.00013752281665802002
7,1.4856457710266113e-05,3.126263618469238e-05,4.769861698150635e-05,7.143616676330566e-05,8.341670036315918e-05,9.453296661376953e-05,0.00010606646537780762,0.0001188516616821289,0.00014938414096832275,0.00021283328533172607,0.00026169419288635254,0.0003038346767425537,0.00032591819763183594,0.00039036571979522705,0.0004008561372756958,0.00040064752101898193,0.0003927946090698242,0.00038586556911468506,0.0003630220890045166,0.0003375411033630371,0.00030712783336639404
8,-1.3962388038635254e-05,-2.5540590286254883e-05,-3.604590892791748e-05,-4.5746564865112305e-05,-6.774067878723145e-05,-7.493793964385986e-05,-9.666383266448975e-05,-9.94652509689331e-05,-7.11977481842041e-05,-1.831352710723877e-05,1.5422701835632324e-05,3.6597251892089844e-05,8.344650268554688e-05,0.00016191601753234863,0.00020012259483337402,0.00023925304412841797,0.00028805434703826904,0.0003243386745452881,0.00034758448600769043,0.0003583580255508423,0.00035369396209716797
9,-2.008676528930664e-05,-3.661215305328369e-05,-6.332993507385254e-05,-8.131563663482666e-05,-0.00011120736598968506,-0.00011533498764038086,-0.00014328956604003906,-0.00015017390251159668,-0.00011283159255981445,-5.6177377700805664e-05,-2.1189451217651367e-05,1.1622905731201172e-05,4.997849464416504e-05,0.00013080239295959473,0.00017279386520385742,0.00021369755268096924,0.00026135146617889404,0.00030712783336639404,0.00031065940856933594,0.0003193318843841553,0.0003176182508468628
